CH1,CH2,CH3,Start,Increment,
1.78000e+00,-4.16000e+00,3.28000e+01,
1.42000e+00,4.32000e+00,3.44000e+01,
1.80000e+00,-4.16000e+00,3.28000e+01,
1.44000e+00,4.32000e+00,3.44000e+01,
1.50000e+00,-4.16000e+00,3.28000e+01,
1.82000e+00,4.32000e+00,3.44000e+01,
1.48000e+00,-4.16000e+00,3.28000e+01,
1.78000e+00,4.16000e+00,3.44000e+01,
1.46000e+00,-4.16000e+00,3.28000e+01,
1.76000e+00,4.24000e+00,3.44000e+01,
1.80000e+00,-4.16000e+00,3.28000e+01,
1.40000e+00,4.32000e+00,3.44000e+01,
1.44000e+00,-4.16000e+00,3.28000e+01,
1.80000e+00,4.32000e+00,3.44000e+01,
1.42000e+00,-4.16000e+00,3.28000e+01,
1.78000e+00,4.24000e+00,3.44000e+01,
1.76000e+00,-4.16000e+00,3.28000e+01,
1.42000e+00,4.24000e+00,3.44000e+01,
1.74000e+00,-4.16000e+00,3.28000e+01,
1.42000e+00,4.32000e+00,3.44000e+01,
1.74000e+00,-4.16000e+00,3.44000e+01,
1.40000e+00,4.32000e+00,3.28000e+01,
1.76000e+00,-4.16000e+00,3.28000e+01,
1.38000e+00,4.16000e+00,3.44000e+01,
1.34000e+00,-4.16000e+00,3.28000e+01,
1.68000e+00,4.16000e+00,3.44000e+01,
1.68000e+00,-4.16000e+00,3.28000e+01,
1.36000e+00,4.24000e+00,3.44000e+01,
1.34000e+00,-4.16000e+00,3.28000e+01,
1.72000e+00,4.32000e+00,3.44000e+01,
1.34000e+00,-4.16000e+00,3.44000e+01,
1.64000e+00,4.24000e+00,3.28000e+01,
1.70000e+00,4.24000e+00,3.28000e+01,
1.34000e+00,-4.16000e+00,3.44000e+01,
1.36000e+00,-4.16000e+00,3.28000e+01,
1.66000e+00,4.24000e+00,3.44000e+01,
1.40000e+00,-4.16000e+00,3.28000e+01,
1.66000e+00,4.24000e+00,3.44000e+01,
1.64000e+00,-4.16000e+00,3.28000e+01,
1.30000e+00,4.32000e+00,3.44000e+01,
1.66000e+00,4.24000e+00,3.28000e+01,
1.36000e+00,-4.16000e+00,3.44000e+01,
1.68000e+00,-4.16000e+00,3.28000e+01,
1.34000e+00,4.24000e+00,3.44000e+01,
1.36000e+00,-4.16000e+00,3.28000e+01,
1.74000e+00,4.32000e+00,3.44000e+01,
1.40000e+00,-4.16000e+00,3.28000e+01,
1.72000e+00,4.32000e+00,3.44000e+01,
1.38000e+00,4.32000e+00,3.44000e+01,
1.70000e+00,-4.16000e+00,3.28000e+01,
1.38000e+00,-4.16000e+00,3.28000e+01,
1.74000e+00,4.24000e+00,3.44000e+01,
1.74000e+00,-4.24000e+00,3.28000e+01,
1.42000e+00,4.32000e+00,3.44000e+01,
1.70000e+00,-4.16000e+00,3.28000e+01,
1.36000e+00,4.32000e+00,3.44000e+01,
1.42000e+00,4.32000e+00,3.28000e+01,
1.72000e+00,-4.24000e+00,3.44000e+01,
1.40000e+00,-4.16000e+00,3.28000e+01,
1.68000e+00,4.24000e+00,3.44000e+01,
1.38000e+00,-4.16000e+00,3.28000e+01,
1.72000e+00,4.24000e+00,3.44000e+01,
1.76000e+00,-4.16000e+00,3.28000e+01,
1.44000e+00,4.24000e+00,3.44000e+01,
1.74000e+00,-4.16000e+00,3.28000e+01,
1.46000e+00,4.32000e+00,3.44000e+01,
